categories,description,dimensions,name,price,sku,stock,tags,weight
iron ball,"Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear.",2 x 2 x 2 cm,Beldum,122.00,3484,93,"beldum, clear body, iron ball",209.9 kg
dragon,"By evolving into Salamence, this Pokémon finally realizes its long-held dream of growing wings. To express its joy, it flies and wheels all over the sky while spouting flames from its mouth.",4 x 4 x 4 cm,Salamence,62.00,7686,242,"dragon, intimidate, salamence",226.2 kg
endurance,"Covering Shelgon’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this Pokémon hides away in a cavern.",3 x 3 x 3 cm,Shelgon,56.00,1384,76,"endurance, rock head, shelgon",243.6 kg
rock head,"Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly, this Pokémon slams its hard head against huge rocks and shatters them into pebbles.",2 x 2 x 2 cm,Bagon,34.00,3372,232,"bagon, rock head",92.8 kg
longevity,Relicanth is a rare species that was discovered in deep-sea explorations. This Pokémon’s body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.,3 x 3 x 3 cm,Relicanth,157.00,7988,14,"longevity, relicanth, rock head",51.6 kg
south sea,"Although Gorebyss is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this Pokémon inserts its thin mouth into the prey’s body and drains the prey of its body fluids.",5 x 5 x 5 cm,Gorebyss,150.00,9428,165,"gorebyss, south sea, swift swim",49.8 kg
deep sea,"Huntail’s tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This Pokémon swims by wiggling its slender body like a snake.",5 x 5 x 5 cm,Huntail,52.00,2805,54,"deep sea, huntail, swift swim",59.5 kg
bivalve,"Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokémon is getting close to evolution.",1 x 1 x 1 cm,Clamperl,48.00,2967,139,"bivalve, clamperl, shell armor",115.7 kg
ice break,"Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.",4 x 4 x 4 cm,Walrein,27.00,1600,226,"ice break, thick fat, walrein",332 kg
ball roll,"Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something, it checks the object’s aroma and texture to determine whether it likes the object or not.",3 x 3 x 3 cm,Sealeo,160.00,4231,171,"ball roll, sealeo, thick fat",193.1 kg
clap,"Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokémon can be seen rolling about on ice and crossing the sea.",2 x 2 x 2 cm,Spheal,193.00,7748,170,"clap, spheal, thick fat",87.1 kg
face,"Glalie has the ability to freely control ice. For example, it can instantly freeze its prey solid. After immobilizing its prey in ice, this Pokémon enjoys eating it in leisurely fashion.",4 x 4 x 4 cm,Glalie,178.00,8582,14,"face, glalie, inner focus",565.5 kg
snow hat,Snorunt survives by eating only snow and ice. Old folklore claims that a house visited by this Pokémon is sure to prosper for many generations to come.,2 x 2 x 2 cm,Snorunt,82.00,1099,80,"inner focus, snorunt, snow hat",37 kg
penguin,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,2 x 2 x 2 cm,Prinplup,177.00,5785,52,"penguin, prinplup, torrent",50.7 kg
flame,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,3 x 3 x 3 cm,Infernape,165.00,3225,82,"blaze, flame, infernape",121.3 kg
playful,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,2 x 2 x 2 cm,Monferno,68.00,8413,299,"blaze, monferno, playful",48.5 kg
chimp,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,1 x 1 x 1 cm,Chimchar,143.00,5021,242,"blaze, chimchar, chimp",13.7 kg
continent,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,7 x 7 x 7 cm,Torterra,87.00,8373,146,"continent, overgrow, torterra",683.4 kg
grove,It knows where pure water wells up. It carries fellow Pokémon there on its back.,3 x 3 x 3 cm,Grotle,154.00,7359,187,"grotle, grove, overgrow",213.8 kg
tiny leaf,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.",1 x 1 x 1 cm,Turtwig,101.00,8788,254,"overgrow, tiny leaf, turtwig",22.5 kg
wish,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,1 x 1 x 1 cm,Jirachi,111.00,7952,294,"jirachi, serene grace, wish",2.4 kg
sky high,"It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.",23 x 23 x 23 cm,Rayquaza,97.00,5410,31,"air lock, rayquaza, sky high",455.2 kg
continent,"Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.",11 x 11 x 11 cm,Groudon,124.00,6626,138,"continent, drought, groudon",2094.4 kg
sea basin,"Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.",14 x 14 x 14 cm,Kyogre,27.00,5206,136,"drizzle, kyogre, sea basin",776 kg
eon,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,6 x 6 x 6 cm,Latios,166.00,7850,197,"eon, latios, levitate",132.3 kg
eon,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.,4 x 4 x 4 cm,Latias,126.00,5077,245,"eon, latias, levitate",88.2 kg
iron,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.,6 x 6 x 6 cm,Registeel,196.00,6723,67,"clear body, iron, registeel",451.9 kg
iceberg,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma.",5 x 5 x 5 cm,Regice,165.00,2261,107,"clear body, iceberg, regice",385.8 kg
rock peak,"Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations.",5 x 5 x 5 cm,Regirock,66.00,5687,65,"clear body, regirock, rock peak",507.1 kg
head butt,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts.",2 x 2 x 2 cm,Cranidos,47.00,8627,98,"cranidos, head butt, mold breaker",69.4 kg
shield,It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.,1 x 1 x 1 cm,Shieldon,42.00,9942,284,"shield, shieldon, sturdy",125.7 kg
head butt,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.,5 x 5 x 5 cm,Rampardos,196.00,3536,91,"head butt, mold breaker, rampardos",226 kg
bouquet,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.",2 x 2 x 2 cm,Roserade,155.00,7696,116,"bouquet, poison point, roserade",32 kg
bud,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",None,Budew,171.00,3438,62,"bud, budew, poison point",2.6 kg
gleam eyes,Luxray’s ability to see through objects comes in handy when it’s scouting for danger.,4 x 4 x 4 cm,Luxray,43.00,4317,227,"gleam eyes, intimidate, luxray",92.6 kg
spark,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,2 x 2 x 2 cm,Luxio,168.00,9734,222,"intimidate, luxio, spark",67.2 kg
flash,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,1 x 1 x 1 cm,Shinx,149.00,1507,295,"flash, intimidate, shinx",20.9 kg
cricket,It signals its emotions with its melodies. Scientists are studying these melodic patterns.,3 x 3 x 3 cm,Kricketune,53.00,8726,186,"cricket, kricketune, swarm",56.2 kg
cricket,"When its antennae hit each other, it sounds like the music of a xylophone.",1 x 1 x 1 cm,Kricketot,94.00,9812,137,"cricket, kricketot, shed skin",4.9 kg
beaver,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,3 x 3 x 3 cm,Bibarel,114.00,6844,156,"beaver, bibarel, simple",69.4 kg
plump mouse,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,1 x 1 x 1 cm,Bidoof,128.00,1171,264,"bidoof, plump mouse, simple",44.1 kg
predator,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",3 x 3 x 3 cm,Staraptor,42.00,9866,131,"intimidate, predator, staraptor",54.9 kg
starling,It lives in forests and fields. Squabbles over territory occur when flocks collide.,2 x 2 x 2 cm,Staravia,158.00,1799,263,"intimidate, staravia, starling",34.2 kg
starling,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.",1 x 1 x 1 cm,Starly,59.00,3055,110,"keen eye, starling, starly",4.4 kg
emperor,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,5 x 5 x 5 cm,Empoleon,42.00,2449,232,"emperor, empoleon, torrent",186.3 kg
cherry,It evolves by sucking the energy out of the small ball where it had been storing nutrients.,1 x 1 x 1 cm,Cherubi,101.00,5681,127,"cherry, cherubi, chlorophyll",7.3 kg
rabbit,"When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur.",1 x 1 x 1 cm,Buneary,180.00,6054,204,"buneary, rabbit, run away",12.1 kg
blimp,"It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go.",3 x 3 x 3 cm,Drifblim,36.00,9301,233,"aftermath, blimp, drifblim",33.1 kg
balloon,These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.,1 x 1 x 1 cm,Drifloon,70.00,6748,84,"aftermath, balloon, drifloon",2.6 kg
long tail,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",3 x 3 x 3 cm,Ambipom,36.00,9199,247,"ambipom, long tail, pickup",44.8 kg
sea slug,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.,2 x 2 x 2 cm,Gastrodon,148.00,8490,119,"gastrodon, sea slug, sticky hold",65.9 kg
sea slug,"Its shape and coloration vary, depending on its habitat.",1 x 1 x 1 cm,Shellos,163.00,4538,149,"sea slug, shellos, sticky hold",13.9 kg
blossom,"If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body.",1 x 1 x 1 cm,Cherrim,161.00,2914,143,"blossom, cherrim, flower gift",20.5 kg
sea weasel,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,3 x 3 x 3 cm,Floatzel,40.00,4591,116,"floatzel, sea weasel, swift swim",73.9 kg
sea weasel,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,2 x 2 x 2 cm,Buizel,55.00,9044,62,"buizel, sea weasel, swift swim",65 kg
elesquirrel,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,1 x 1 x 1 cm,Pachirisu,151.00,2264,86,"elesquirrel, pachirisu, run away",8.6 kg
beehive,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,3 x 3 x 3 cm,Vespiquen,104.00,1078,123,"beehive, pressure, vespiquen",84.9 kg
tiny bee,"It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.",1 x 1 x 1 cm,Combee,111.00,7856,254,"combee, honey gather, tiny bee",12.1 kg
moth,It flutters around at night and steals honey from the Combee hive.,2 x 2 x 2 cm,Mothim,177.00,2443,151,"moth, mothim, swarm",51.4 kg
bagworm,"If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.",None,Burmy,91.00,6129,266,"bagworm, burmy, shed skin",7.5 kg
shield,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,4 x 4 x 4 cm,Bastiodon,191.00,6537,14,"bastiodon, shield, sturdy",329.6 kg
mach,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.,6 x 6 x 6 cm,Garchomp,62.00,8222,65,"garchomp, mach, sand veil",209.4 kg
cave,"As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.",4 x 4 x 4 cm,Gabite,154.00,4593,128,"cave, gabite, sand veil",123.5 kg
land shark,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",2 x 2 x 2 cm,Gible,194.00,6182,178,"gible, land shark, sand veil",45.2 kg
forbidden,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,3 x 3 x 3 cm,Spiritomb,165.00,7680,51,"forbidden, pressure, spiritomb",238.1 kg
music note,"It can learn and speak human words. If they gather, they all learn the same saying.",1 x 1 x 1 cm,Chatot,78.00,1336,261,"chatot, keen eye, music note",4.2 kg
playhouse,"It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks.",2 x 2 x 2 cm,Happiny,67.00,4766,270,"happiny, natural cure, playhouse",53.8 kg
mime,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.",2 x 2 x 2 cm,Mime-jr,170.00,3409,188,"mime, mime-jr, soundproof",28.7 kg
bonsai,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,1 x 1 x 1 cm,Bonsly,106.00,2897,273,"bonsai, bonsly, rock head",33.1 kg
bronze bell,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,4 x 4 x 4 cm,Bronzong,110.00,3873,191,"bronze bell, bronzong, levitate",412.3 kg
skunk,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,3 x 3 x 3 cm,Skuntank,112.00,6511,56,"skunk, skuntank, stench",83.8 kg
skunk,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,1 x 1 x 1 cm,Stunky,106.00,7336,12,"skunk, stench, stunky",42.3 kg
tiger cat,"To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.",3 x 3 x 3 cm,Purugly,128.00,6724,158,"own tempo, purugly, tiger cat",96.6 kg
catty,"When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.",1 x 1 x 1 cm,Glameow,39.00,5014,96,"catty, glameow, limber",8.6 kg
big boss,"Becoming active at night, it is known to swarm with numerous Murkrow in tow.",2 x 2 x 2 cm,Honchkrow,47.00,7873,56,"big boss, honchkrow, insomnia",60.2 kg
magical,Its cries sound like incantations to torment the foe. It appears where you least expect it.,2 x 2 x 2 cm,Mismagius,38.00,7198,215,"levitate, magical, mismagius",9.7 kg
rabbit,"The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs.",3 x 3 x 3 cm,Lopunny,123.00,1079,85,"cute charm, lopunny, rabbit",73.4 kg
neon,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest.",3 x 3 x 3 cm,Lumineon,72.00,6600,76,"lumineon, neon, swift swim",52.9 kg
magnet area,It evolved from exposure to a special magnetic field. Three units generate magnetism.,3 x 3 x 3 cm,Magnezone,190.00,1538,108,"magnet area, magnezone, sturdy",396.8 kg
frost tree,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,7 x 7 x 7 cm,Abomasnow,46.00,1468,61,"abomasnow, frost tree, snow warning",298.7 kg
frost tree,"In the spring, it grows berries with the texture of frozen treats around its belly.",3 x 3 x 3 cm,Snover,104.00,3404,143,"frost tree, snover, snow warning",111.3 kg
kite,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.",3 x 3 x 3 cm,Mantyke,121.00,5241,117,"kite, mantyke, water absorb",143.3 kg
wing fish,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",1 x 1 x 1 cm,Finneon,172.00,1938,66,"finneon, swift swim, wing fish",15.4 kg
bug catcher,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,4 x 4 x 4 cm,Carnivine,60.00,3611,245,"bug catcher, carnivine, levitate",59.5 kg
toxic mouth,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,4 x 4 x 4 cm,Toxicroak,145.00,4991,108,"dry skin, toxic mouth, toxicroak",97.9 kg
toxic mouth,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.",2 x 2 x 2 cm,Croagunk,145.00,7116,207,"croagunk, dry skin, toxic mouth",50.7 kg
ogre scorpion,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,4 x 4 x 4 cm,Drapion,72.00,6958,273,"drapion, ogre scorpion, sniper",135.6 kg
scorpion,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,2 x 2 x 2 cm,Skorupi,51.00,8128,42,"scorpion, skorupi, sniper",26.5 kg
heavyweight,It blasts internally stored sand from ports on its body to create a towering twister for attack.,6 x 6 x 6 cm,Hippowdon,140.00,4356,273,"heavyweight, hippowdon, sand stream",661.4 kg
hippo,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,2 x 2 x 2 cm,Hippopotas,189.00,2949,231,"hippo, hippopotas, sand stream",109.1 kg
aura,"By reading the auras of all things, it can tell how others are feeling from over half a mile away.",3 x 3 x 3 cm,Lucario,102.00,1059,24,"aura, inner focus, lucario",119 kg
emanation,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,2 x 2 x 2 cm,Riolu,70.00,6986,86,"emanation, inner focus, riolu",44.5 kg
big eater,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.,2 x 2 x 2 cm,Munchlax,190.00,3240,239,"big eater, munchlax, pickup",231.5 kg
gripper,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,7 x 7 x 7 cm,Dusknoir,158.00,1866,171,"dusknoir, gripper, pressure",235 kg
compass,It freely controls three small units called Mini-Noses using magnetic force.,4 x 4 x 4 cm,Probopass,181.00,9871,141,"compass, probopass, sturdy",749.6 kg
plasma,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,1 x 1 x 1 cm,Rotom,42.00,3751,208,"levitate, plasma, rotom",0.7 kg
snow land,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.,4 x 4 x 4 cm,Froslass,86.00,1920,67,"froslass, snow cloak, snow land",58.6 kg
blade,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",5 x 5 x 5 cm,Gallade,149.00,8023,271,"blade, gallade, steadfast",114.6 kg
twin tusk,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,8 x 8 x 8 cm,Mamoswine,104.00,6994,284,"mamoswine, oblivious, twin tusk",641.5 kg
fang scorpion,Its flight is soundless. It uses its lengthy tail to carry off its prey… Then its elongated fangs do the rest.,6 x 6 x 6 cm,Gliscor,28.00,4537,60,"fang scorpion, gliscor, sand veil",93.7 kg
fresh snow,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.,2 x 2 x 2 cm,Glaceon,142.00,1234,27,"fresh snow, glaceon, snow cloak",57.1 kg
verdant,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",3 x 3 x 3 cm,Leafeon,93.00,2585,295,"leaf guard, leafeon, verdant",56.2 kg
ogre darner,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,6 x 6 x 6 cm,Yanmega,121.00,6798,35,"ogre darner, tinted lens, yanmega",113.5 kg
jubilee,It shares many blessings with people who respect one another’s rights and avoid needless strife.,4 x 4 x 4 cm,Togekiss,158.00,7955,208,"jubilee, serene grace, togekiss",83.8 kg
blast,"It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.",5 x 5 x 5 cm,Magmortar,200.00,4979,149,"blast, flame body, magmortar",149.9 kg
thunderbolt,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.",5 x 5 x 5 cm,Electivire,61.00,5656,155,"electivire, motor drive, thunderbolt",305.6 kg
vine,"Its vines grow so profusely that, in the warm season, you can’t even see its eyes.",6 x 6 x 6 cm,Tangrowth,108.00,8824,136,"chlorophyll, tangrowth, vine",283.5 kg
drill,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,7 x 7 x 7 cm,Rhyperior,79.00,1070,161,"drill, lightning rod, rhyperior",623.5 kg
licking,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.,5 x 5 x 5 cm,Lickilicky,101.00,5442,125,"lickilicky, licking, oblivious",308.6 kg
regal,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,10 x 10 x 10 cm,Serperior,88.00,8781,164,"overgrow, regal, serperior",138.9 kg
grass snake,"When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.",2 x 2 x 2 cm,Servine,154.00,3149,82,"grass snake, overgrow, servine",35.3 kg
grass snake,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",2 x 2 x 2 cm,Snivy,102.00,6745,47,"grass snake, overgrow, snivy",17.9 kg
victory,"When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.",1 x 1 x 1 cm,Victini,109.00,1260,174,"victini, victory, victory star",8.8 kg
alpha,It is told in mythology that this Pokémon was born before the universe even existed.,10 x 10 x 10 cm,Arceus,53.00,1626,72,"alpha, arceus, multitype",705.5 kg
pitch-black,It can lull people to sleep and make them dream. It is active during nights of the new moon.,4 x 4 x 4 cm,Darkrai,59.00,9841,223,"bad dreams, darkrai, pitch-black",111.3 kg
seafaring,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.,1 x 1 x 1 cm,Manaphy,74.00,6259,186,"hydration, manaphy, seafaring",3.1 kg
sea drifter,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.",1 x 1 x 1 cm,Phione,155.00,9776,245,"hydration, phione, sea drifter",6.8 kg
lunar,Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.,4 x 4 x 4 cm,Cresselia,34.00,9194,16,"cresselia, levitate, lunar",188.7 kg
colossal,There is an enduring legend that states this Pokémon towed continents with ropes.,12 x 12 x 12 cm,Regigigas,77.00,7091,226,"colossal, regigigas, slow start",925.9 kg
lava dome,"Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.",5 x 5 x 5 cm,Heatran,142.00,3485,120,"flash fire, heatran, lava dome",948 kg
spatial,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,13 x 13 x 13 cm,Palkia,151.00,7745,54,"palkia, pressure, spatial",740.8 kg
temporal,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,17 x 17 x 17 cm,Dialga,179.00,5942,104,"dialga, pressure, temporal",1505.8 kg
willpower,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg.",1 x 1 x 1 cm,Azelf,32.00,2350,233,"azelf, levitate, willpower",0.7 kg
emotion,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.,1 x 1 x 1 cm,Mesprit,25.00,3231,152,"emotion, levitate, mesprit",0.7 kg
knowledge,It is said that its emergence gave humans the intelligence to improve their quality of life.,1 x 1 x 1 cm,Uxie,200.00,9949,138,"knowledge, levitate, uxie",0.7 kg
high temp,This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,2 x 2 x 2 cm,Pansear,194.00,1740,247,"gluttony, high temp, pansear",24.3 kg
thorn monkey,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",3 x 3 x 3 cm,Simisage,98.00,5701,286,"gluttony, simisage, thorn monkey",67.2 kg
grass monkey,It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,2 x 2 x 2 cm,Pansage,197.00,6206,195,"gluttony, grass monkey, pansage",23.1 kg
cruel,"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react.",3 x 3 x 3 cm,Liepard,104.00,5653,32,"cruel, liepard, limber",82.7 kg
devious,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.",1 x 1 x 1 cm,Purrloin,167.00,5704,270,"devious, limber, purrloin",22.3 kg
big-hearted,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.,3 x 3 x 3 cm,Stoutland,37.00,6800,80,"big-hearted, intimidate, stoutland",134.5 kg
loyal dog,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.",2 x 2 x 2 cm,Herdier,164.00,9141,227,"herdier, intimidate, loyal dog",32.4 kg
puppy,"Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle.",1 x 1 x 1 cm,Lillipup,28.00,9237,29,"lillipup, pickup, puppy",9 kg
lookout,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",3 x 3 x 3 cm,Watchog,141.00,1555,294,"keen eye, lookout, watchog",59.5 kg
scout,"Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.",1 x 1 x 1 cm,Patrat,116.00,2903,294,"keen eye, patrat, scout",25.6 kg
formidable,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,4 x 4 x 4 cm,Samurott,106.00,7758,279,"formidable, samurott, torrent",208.6 kg
discipline,"As a result of strict training, each Dewott learns different forms for using the scalchops.",2 x 2 x 2 cm,Dewott,57.00,9988,141,"dewott, discipline, torrent",54 kg
sea otter,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",1 x 1 x 1 cm,Oshawott,194.00,5544,157,"oshawott, sea otter, torrent",13 kg
mega fire pig,It has mastered fast and powerful fighting moves. It grows a beard of fire.,5 x 5 x 5 cm,Emboar,32.00,1657,258,"blaze, emboar, mega fire pig",330.7 kg
fire pig,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",3 x 3 x 3 cm,Pignite,149.00,5631,151,"blaze, fire pig, pignite",122.4 kg
fire pig,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.",1 x 1 x 1 cm,Tepig,195.00,3764,66,"blaze, fire pig, tepig",21.8 kg
wild pigeon,"No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer.",2 x 2 x 2 cm,Tranquill,199.00,2552,295,"super luck, tranquill, wild pigeon",33.1 kg
subterrene,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels.",2 x 2 x 2 cm,Excadrill,36.00,7949,49,"excadrill, sand rush, subterrene",89.1 kg
mole,"By spinning its body, it can dig straight through the ground at a speed of 30 mph.",1 x 1 x 1 cm,Drilbur,132.00,4925,171,"drilbur, mole, sand rush",18.7 kg
courting,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.,2 x 2 x 2 cm,Swoobat,49.00,6207,109,"courting, swoobat, unaware",23.1 kg
bat,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.,1 x 1 x 1 cm,Woobat,27.00,5333,289,"bat, unaware, woobat",4.6 kg
compressed,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,5 x 5 x 5 cm,Gigalith,67.00,7277,18,"compressed, gigalith, sturdy",573.2 kg
ore,"When it is healthy, its core sticks out. Always facing the same way, it swiftly moves front to back and left to right.",2 x 2 x 2 cm,Boldore,76.00,1970,278,"boldore, ore, sturdy",224.9 kg
mantle,They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.,1 x 1 x 1 cm,Roggenrola,41.00,7561,96,"mantle, roggenrola, sturdy",39.7 kg
thunderbolt,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",5 x 5 x 5 cm,Zebstrika,138.00,7777,137,"lightning rod, thunderbolt, zebstrika",175.3 kg
proud,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.,3 x 3 x 3 cm,Unfezant,135.00,1545,51,"proud, super luck, unfezant",63.9 kg
tiny pigeon,These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.,1 x 1 x 1 cm,Pidove,172.00,5830,290,"pidove, super luck, tiny pigeon",4.6 kg
drowsing,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.,3 x 3 x 3 cm,Musharna,58.00,1769,98,"drowsing, musharna, synchronize",133.4 kg
